run_date,product_code,product_name,category_id,flag_type,flag_description,severity,gtin_type,gtin_valid,gtin_normalized,off_found,off_name,off_name_similarity,kassal_found,kassal_name,kassal_name_similarity,kassal_stores,kassal_price,kassal_store_url,discontinued,phash_distance_off,phash_distance_kassal,blur_score,annotation_count,corrected_count,annotation_ids_sample,image_ids_sample,notes
2026-03-21,7300400481861,KNEKKEBRØD NATURELL GL.FRI 240G WASA,279,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7300400481861,True,GF Wasa Gl. fri Knäckebröd Classic,0.2,True,Knekkebrød Naturell Gl.Fri 240g Wasa,1.0,Joker|SPAR|Meny|Coop|Oda|Engrosnett,55,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400481861,False,542,537,2633.6,1,0,27420,320,
2026-03-21,7300400482950,KNEKKEBRØD SPORT+ 210G WASA,349,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7300400482950,True,Sport+ knekkebrød,0.455,True,Knekkebrød Sport+ 210g Wasa,1.0,Joker|SPAR|KIWI|Meny|Bunnpris,16.7,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482950,False,453,515,3656.0,550,20,"1654,1655,18609,18708,18709,18710,18711,18866,18867,18868,18869,18870,19030,19031,19032,19161,19162,19163,19213,19214","14,244,246,247,248,249,251,252,253,254,255,256,258,260,262,263,264,265,267,268",
2026-03-21,7300400482950,KNEKKEBRØD SPORT+ 210G WASA,349,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400482950,True,Sport+ knekkebrød,0.455,True,Knekkebrød Sport+ 210g Wasa,1.0,Joker|SPAR|KIWI|Meny|Bunnpris,16.7,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482950,False,453,515,3656.0,550,20,"1654,1655,18609,18708,18709,18710,18711,18866,18867,18868,18869,18870,19030,19031,19032,19161,19162,19163,19213,19214","14,244,246,247,248,249,251,252,253,254,255,256,258,260,262,263,264,265,267,268",
2026-03-21,7300400482950,KNEKKEBRØD SPORT+ 210G WASA,349,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7300400482950,True,Sport+ knekkebrød,0.455,True,Knekkebrød Sport+ 210g Wasa,1.0,Joker|SPAR|KIWI|Meny|Bunnpris,16.7,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482950,False,453,515,3656.0,550,20,"1654,1655,18609,18708,18709,18710,18711,18866,18867,18868,18869,18870,19030,19031,19032,19161,19162,19163,19213,19214","14,244,246,247,248,249,251,252,253,254,255,256,258,260,262,263,264,265,267,268",
2026-03-21,7300400482691,KNEKKEBRØD DIN STUND CHIA&HAVSALT 270G W,38,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7300400482691,True,CHIA & HAVSSALT DIN STUND MINI,0.459,True,Knekkebrød Mini Din Stund 270 g,0.676,Oda|SPAR|Meny|Coop|KIWI|Bunnpris|Joker,36.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482691,False,740,478,3187.6,412,26,"18558,18559,18560,18561,18857,18858,18859,18860,18968,18969,18970,18971,19135,19136,19229,19230,19425,19426,19427,19535","244,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267,269,270",
2026-03-21,7300400482691,KNEKKEBRØD DIN STUND CHIA&HAVSALT 270G W,38,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400482691,True,CHIA & HAVSSALT DIN STUND MINI,0.459,True,Knekkebrød Mini Din Stund 270 g,0.676,Oda|SPAR|Meny|Coop|KIWI|Bunnpris|Joker,36.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482691,False,740,478,3187.6,412,26,"18558,18559,18560,18561,18857,18858,18859,18860,18968,18969,18970,18971,19135,19136,19229,19230,19425,19426,19427,19535","244,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267,269,270",
2026-03-21,7300400482691,KNEKKEBRØD DIN STUND CHIA&HAVSALT 270G W,38,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7300400482691,True,CHIA & HAVSSALT DIN STUND MINI,0.459,True,Knekkebrød Mini Din Stund 270 g,0.676,Oda|SPAR|Meny|Coop|KIWI|Bunnpris|Joker,36.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-7300400482691,False,740,478,3187.6,412,26,"18558,18559,18560,18561,18857,18858,18859,18860,18968,18969,18970,18971,19135,19136,19229,19230,19425,19426,19427,19535","244,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267,269,270",
2026-03-21,7035380000602,ERTERFLATBRØD CRISP 210G,113,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7035380000602,True,Erter brød,0.529,True,Erterflatbrød Crisp 210g,1.0,Joker|Coop|Meny|Oda|SPAR,37.9,https://meny.no/Varer/bakeri/tort-brod/flatbrod/erterflatbrod-7035380000602,False,432,435,5184.6,15,0,"19064,19065,19066,19067,24584,24585,24586,24587,32833,33454,33455,33456,33457,33458,33459","247,297,367,374",
2026-03-21,7035380000602,ERTERFLATBRØD CRISP 210G,113,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7035380000602,True,Erter brød,0.529,True,Erterflatbrød Crisp 210g,1.0,Joker|Coop|Meny|Oda|SPAR,37.9,https://meny.no/Varer/bakeri/tort-brod/flatbrod/erterflatbrod-7035380000602,False,432,435,5184.6,15,0,"19064,19065,19066,19067,24584,24585,24586,24587,32833,33454,33455,33456,33457,33458,33459","247,297,367,374",
2026-03-21,7035380000602,ERTERFLATBRØD CRISP 210G,113,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7035380000602,True,Erter brød,0.529,True,Erterflatbrød Crisp 210g,1.0,Joker|Coop|Meny|Oda|SPAR,37.9,https://meny.no/Varer/bakeri/tort-brod/flatbrod/erterflatbrod-7035380000602,False,432,435,5184.6,15,0,"19064,19065,19066,19067,24584,24585,24586,24587,32833,33454,33455,33456,33457,33458,33459","247,297,367,374",
2026-03-21,7033330013511,BREMYKT 250G,110,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7033330013511,True,Bremykt Original,0.643,True,Bremykt 250g,1.0,Coop|SPAR|Meny|KIWI|Oda|Joker,33.9,https://meny.no/Varer/palegg-frokost/smor-margarin-og-matfett/smorblanding/bremykt-7033330013511,False,548,508,3118.8,13,5,"7572,7573,7574,7575,7576,8810,8811,8812,9616,9617,9618,9619","71,89,103",
2026-03-21,7033330013511,BREMYKT 250G,110,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7033330013511,True,Bremykt Original,0.643,True,Bremykt 250g,1.0,Coop|SPAR|Meny|KIWI|Oda|Joker,33.9,https://meny.no/Varer/palegg-frokost/smor-margarin-og-matfett/smorblanding/bremykt-7033330013511,False,548,508,3118.8,13,5,"7572,7573,7574,7575,7576,8810,8811,8812,9616,9617,9618,9619","71,89,103",
2026-03-21,7033330013511,BREMYKT 250G,110,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7033330013511,True,Bremykt Original,0.643,True,Bremykt 250g,1.0,Coop|SPAR|Meny|KIWI|Oda|Joker,33.9,https://meny.no/Varer/palegg-frokost/smor-margarin-og-matfett/smorblanding/bremykt-7033330013511,False,548,508,3118.8,13,5,"7572,7573,7574,7575,7576,8810,8811,8812,9616,9617,9618,9619","71,89,103",
2026-03-21,5010029201246,,300,empty_product_name,Product name is empty in dataset — EAN present but name missing,5,EAN-13,True,5010029201246,True,Swiss Style Muesli,,True,Alpen Musli u/Sukker 560g,,Meny|Oda,67.8,https://meny.no/Varer/palegg-frokost/frokostblandinger-og-musli/kornblanding/alpen-musli-5010029201246,False,433,2,3971.2,12,6,18625,244,
2026-03-21,5010029201246,,300,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,5010029201246,True,Swiss Style Muesli,,True,Alpen Musli u/Sukker 560g,,Meny|Oda,67.8,https://meny.no/Varer/palegg-frokost/frokostblandinger-og-musli/kornblanding/alpen-musli-5010029201246,False,433,2,3971.2,12,6,18625,244,
2026-03-21,7300400130295,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,84,name_mismatch_high,Our name vs OFF name similarity < 0.4 — possible wrong product code,3,EAN-13,True,7300400130295,True,Havre,0.256,True,Wasa Havre 600g,0.408,Coop|Meny|Oda|SPAR|Engrosnett|Bunnpris|KIWI|Joker|Slowly.no|Europris,30,https://meny.no/Varer/bakeri/knekkebrod/havre-knekkebrod-7300400130295,False,253,2,3293.0,162,18,"11191,11192,18648,18929,18930,19041,20070,20071,20072,20345,20349,20412,20413,20415,20416,20417,20595,20596,20791,20792","128,244,246,247,258,260,261,263,267,268,269,270,272,282,290,293,294,296,298,302",
2026-03-21,7300400130295,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,84,kassal_name_mismatch_medium,Our name vs Kassal store name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7300400130295,True,Havre,0.256,True,Wasa Havre 600g,0.408,Coop|Meny|Oda|SPAR|Engrosnett|Bunnpris|KIWI|Joker|Slowly.no|Europris,30,https://meny.no/Varer/bakeri/knekkebrod/havre-knekkebrod-7300400130295,False,253,2,3293.0,162,18,"11191,11192,18648,18929,18930,19041,20070,20071,20072,20345,20349,20412,20413,20415,20416,20417,20595,20596,20791,20792","128,244,246,247,258,260,261,263,267,268,269,270,272,282,290,293,294,296,298,302",
2026-03-21,7300400130295,HAVRE KNEKKEBRØD ØKONOMI 600G WASA,84,image_hash_suspect,Reference image vs OFF image hash distance 250–400,2,EAN-13,True,7300400130295,True,Havre,0.256,True,Wasa Havre 600g,0.408,Coop|Meny|Oda|SPAR|Engrosnett|Bunnpris|KIWI|Joker|Slowly.no|Europris,30,https://meny.no/Varer/bakeri/knekkebrod/havre-knekkebrod-7300400130295,False,253,2,3293.0,162,18,"11191,11192,18648,18929,18930,19041,20070,20071,20072,20345,20349,20412,20413,20415,20416,20417,20595,20596,20791,20792","128,244,246,247,258,260,261,263,267,268,269,270,272,282,290,293,294,296,298,302",
2026-03-21,7300400127394,SANDWICH CHEESE HERBS 30G WASA,101,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7300400127394,True,Sheese & French Herbs,0.462,True,Sandwich Cheese Herbs 30g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|Bunnpris|KIWI,9.9,https://meny.no/Varer/palegg-frokost/mellommaltidsbarer/knekkebrod-sandwich/sandwich-cheese-7300400127394,False,556,392,5329.9,18,0,"20749,21182,21729,21873,21994,22287,24207,24210,24257,24321,24538,24583,32121","262,267,271,273,276,295,297,361",
2026-03-21,7300400127394,SANDWICH CHEESE HERBS 30G WASA,101,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400127394,True,Sheese & French Herbs,0.462,True,Sandwich Cheese Herbs 30g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|Bunnpris|KIWI,9.9,https://meny.no/Varer/palegg-frokost/mellommaltidsbarer/knekkebrod-sandwich/sandwich-cheese-7300400127394,False,556,392,5329.9,18,0,"20749,21182,21729,21873,21994,22287,24207,24210,24257,24321,24538,24583,32121","262,267,271,273,276,295,297,361",
2026-03-21,7300400127394,SANDWICH CHEESE HERBS 30G WASA,101,kassal_image_suspect,Reference image vs Kassal store image hash distance 250–400,2,EAN-13,True,7300400127394,True,Sheese & French Herbs,0.462,True,Sandwich Cheese Herbs 30g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|Bunnpris|KIWI,9.9,https://meny.no/Varer/palegg-frokost/mellommaltidsbarer/knekkebrod-sandwich/sandwich-cheese-7300400127394,False,556,392,5329.9,18,0,"20749,21182,21729,21873,21994,22287,24207,24210,24257,24321,24538,24583,32121","262,267,271,273,276,295,297,361",
2026-03-21,7039010563857,SJOKOLADEDRIKK 10X32G RETT I KOPPEN,179,name_mismatch_medium,Our name vs OFF name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7039010563857,True,Rett i koppen Sjokoladedrikk,0.444,True,Sjokoladedrikk 10x32g Rett i Koppen,1.0,SPAR|Meny|Coop|Oda|Bunnpris|KIWI|Joker|REMA 1000,38.9,https://meny.no/Varer/drikke/sjokoladedrikk/sjokoladedrikk-7039010563857,False,298,497,4668.9,4,0,"375,805,3184,5748","4,7,29,54",
2026-03-21,7039010563857,SJOKOLADEDRIKK 10X32G RETT I KOPPEN,179,image_hash_suspect,Reference image vs OFF image hash distance 250–400,2,EAN-13,True,7039010563857,True,Rett i koppen Sjokoladedrikk,0.444,True,Sjokoladedrikk 10x32g Rett i Koppen,1.0,SPAR|Meny|Coop|Oda|Bunnpris|KIWI|Joker|REMA 1000,38.9,https://meny.no/Varer/drikke/sjokoladedrikk/sjokoladedrikk-7039010563857,False,298,497,4668.9,4,0,"375,805,3184,5748","4,7,29,54",
2026-03-21,7039010563857,SJOKOLADEDRIKK 10X32G RETT I KOPPEN,179,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7039010563857,True,Rett i koppen Sjokoladedrikk,0.444,True,Sjokoladedrikk 10x32g Rett i Koppen,1.0,SPAR|Meny|Coop|Oda|Bunnpris|KIWI|Joker|REMA 1000,38.9,https://meny.no/Varer/drikke/sjokoladedrikk/sjokoladedrikk-7039010563857,False,298,497,4668.9,4,0,"375,805,3184,5748","4,7,29,54",
2026-03-21,7300400130288,HAVRE KNEKKEBRØD 300G WASA,86,name_mismatch_high,Our name vs OFF name similarity < 0.4 — possible wrong product code,3,EAN-13,True,7300400130288,True,Havre,0.323,True,Havre Knekkebrød 300g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|KIWI|Slowly.no,23.3,https://meny.no/Varer/bakeri/knekkebrod/havre-knekkebrod-7300400130288,False,519,0,3352.5,606,67,"18646,18647,18662,18663,18664,18665,18666,18667,18668,18723,18724,18725,18726,18746,18747,18748,18837,18838,18839,18880","244,245,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267,268",
2026-03-21,7300400130288,HAVRE KNEKKEBRØD 300G WASA,86,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400130288,True,Havre,0.323,True,Havre Knekkebrød 300g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|KIWI|Slowly.no,23.3,https://meny.no/Varer/bakeri/knekkebrod/havre-knekkebrod-7300400130288,False,519,0,3352.5,606,67,"18646,18647,18662,18663,18664,18665,18666,18667,18668,18723,18724,18725,18726,18746,18747,18748,18837,18838,18839,18880","244,245,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267,268",
2026-03-21,7300400482165,KNEKKEBRØD 100 FRØ&HAVSALT 245G WASA,109,name_mismatch_high,Our name vs OFF name similarity < 0.4 — possible wrong product code,3,EAN-13,True,7300400482165,True,Tunn 100,0.213,True,Knekkebrød 100 Frø&Havsalt 245g Wasa,1.0,Joker|SPAR|Meny|Coop|Oda|Bunnpris|KIWI,22.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-100-7300400482165,False,509,0,4005.3,540,15,"17489,17490,18669,18670,18671,18727,18728,18729,19023,19024,19150,19151,19152,19153,19236,19237,19238,19239,19246,19393","228,244,245,247,248,249,251,252,253,254,256,258,260,261,262,263,264,265,267,268",
2026-03-21,7300400482165,KNEKKEBRØD 100 FRØ&HAVSALT 245G WASA,109,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400482165,True,Tunn 100,0.213,True,Knekkebrød 100 Frø&Havsalt 245g Wasa,1.0,Joker|SPAR|Meny|Coop|Oda|Bunnpris|KIWI,22.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-100-7300400482165,False,509,0,4005.3,540,15,"17489,17490,18669,18670,18671,18727,18728,18729,19023,19024,19150,19151,19152,19153,19236,19237,19238,19239,19246,19393","228,244,245,247,248,249,251,252,253,254,256,258,260,261,262,263,264,265,267,268",
2026-03-21,7300400118415,HUSMAN KNEKKEBRØD 260G WASA,246,name_mismatch_high,Our name vs OFF name similarity < 0.4 — possible wrong product code,3,EAN-13,True,7300400118415,True,Husman,0.364,True,Wasa Husmann Knekkebrød 260g,0.8,Coop|Joker|SPAR|Meny|Oda|KIWI,13.7,https://meny.no/Varer/bakeri/knekkebrod/husman-knekkebrod-7300400118415,False,589,2,4054.7,467,35,"18655,18656,18657,18658,18659,18660,18720,18840,18841,18842,18843,18883,18917,18918,18919,18935,18936,19047,19048,19181","244,245,246,247,248,249,251,252,253,254,255,256,258,260,261,262,263,264,267,268",
2026-03-21,7300400118415,HUSMAN KNEKKEBRØD 260G WASA,246,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400118415,True,Husman,0.364,True,Wasa Husmann Knekkebrød 260g,0.8,Coop|Joker|SPAR|Meny|Oda|KIWI,13.7,https://meny.no/Varer/bakeri/knekkebrod/husman-knekkebrod-7300400118415,False,589,2,4054.7,467,35,"18655,18656,18657,18658,18659,18660,18720,18840,18841,18842,18843,18883,18917,18918,18919,18935,18936,19047,19048,19181","244,245,246,247,248,249,251,252,253,254,255,256,258,260,261,262,263,264,267,268",
2026-03-21,7300400129459,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,21,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7300400129459,True,Knekkebrød Runde Sesam & Havsalt,0.842,True,Knekkebrød Runda Sesam&Havsalt 290g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|Bunnpris|KIWI,33.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-runda-7300400129459,False,525,490,3059.4,407,44,"11202,18562,18563,18564,18565,18786,18787,18788,18789,18892,18893,18894,18895,19011,19012,19013,19014,19015,19132,19133","128,244,245,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267",
2026-03-21,7300400129459,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,21,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7300400129459,True,Knekkebrød Runde Sesam & Havsalt,0.842,True,Knekkebrød Runda Sesam&Havsalt 290g Wasa,1.0,Joker|SPAR|Coop|Meny|Oda|Engrosnett|Bunnpris|KIWI,33.9,https://meny.no/Varer/bakeri/knekkebrod/knekkebrod-runda-7300400129459,False,525,490,3059.4,407,44,"11202,18562,18563,18564,18565,18786,18787,18788,18789,18892,18893,18894,18895,19011,19012,19013,19014,19015,19132,19133","128,244,245,246,247,248,249,251,252,253,255,256,258,260,261,262,263,264,265,267",
2026-03-21,7312080005756,LEKSANDS KNEKKE RUTBIT 200G,236,name_mismatch_high,Our name vs OFF name similarity < 0.4 — possible wrong product code,3,EAN-13,True,7312080005756,True,RUT BIT NORMALGRÄDDAT,0.333,True,Leksands Knekke Rutbit 200g,1.0,Meny|SPAR|Bunnpris,20,https://meny.no/Varer/bakeri/knekkebrod/leksands-knekke-7312080005756,False,556,0,5052.9,312,8,"18620,18621,18622,18833,18834,18835,18836,19116,19117,19118,19119,19242,19243,19421,19514,19515,19719,19720,19721,19722","244,245,248,249,251,252,254,256,258,260,261,262,263,264,267,268,269,270,271,272",
2026-03-21,7312080005756,LEKSANDS KNEKKE RUTBIT 200G,236,image_hash_mismatch,Reference image vs OFF image hash distance > 400,3,EAN-13,True,7312080005756,True,RUT BIT NORMALGRÄDDAT,0.333,True,Leksands Knekke Rutbit 200g,1.0,Meny|SPAR|Bunnpris,20,https://meny.no/Varer/bakeri/knekkebrod/leksands-knekke-7312080005756,False,556,0,5052.9,312,8,"18620,18621,18622,18833,18834,18835,18836,19116,19117,19118,19119,19242,19243,19421,19514,19515,19719,19720,19721,19722","244,245,248,249,251,252,254,256,258,260,261,262,263,264,267,268,269,270,271,272",
2026-03-21,7300400482585,HAVREKNEKKEBRØD TYNT 265G WASA,152,not_in_off,GTIN not found in Open Food Facts,1,EAN-13,True,7300400482585,False,,,True,Knekkebrød Tynn Havre 225 g,0.632,Oda|SPAR|Meny|Coop|KIWI,28.9,https://meny.no/Varer/bakeri/knekkebrod/havreknekkebrod-7300400482585,False,,478,2894.7,289,21,"1656,1657,11203,11204,18597,18598,18599,18600,18814,18815,18816,18817,19021,19022,19252,19253,19647,19648,19649,19650","14,128,244,245,247,249,253,254,258,260,261,262,268,269,272,273,282,290,293,294",
2026-03-21,7300400482585,HAVREKNEKKEBRØD TYNT 265G WASA,152,kassal_name_mismatch_medium,Our name vs Kassal store name similarity 0.4–0.65 — review recommended,2,EAN-13,True,7300400482585,False,,,True,Knekkebrød Tynn Havre 225 g,0.632,Oda|SPAR|Meny|Coop|KIWI,28.9,https://meny.no/Varer/bakeri/knekkebrod/havreknekkebrod-7300400482585,False,,478,2894.7,289,21,"1656,1657,11203,11204,18597,18598,18599,18600,18814,18815,18816,18817,19021,19022,19252,19253,19647,19648,19649,19650","14,128,244,245,247,249,253,254,258,260,261,262,268,269,272,273,282,290,293,294",
2026-03-21,7300400482585,HAVREKNEKKEBRØD TYNT 265G WASA,152,kassal_image_mismatch,Reference image vs Kassal store image hash distance > 400,3,EAN-13,True,7300400482585,False,,,True,Knekkebrød Tynn Havre 225 g,0.632,Oda|SPAR|Meny|Coop|KIWI,28.9,https://meny.no/Varer/bakeri/knekkebrod/havreknekkebrod-7300400482585,False,,478,2894.7,289,21,"1656,1657,11203,11204,18597,18598,18599,18600,18814,18815,18816,18817,19021,19022,19252,19253,19647,19648,19649,19650","14,128,244,245,247,249,253,254,258,260,261,262,268,269,272,273,282,290,293,294",
